,pdb_id,chain,curvature_mean,curvature_std,twist_mean,twist_std,twisthand_mean,twisthand_std,pitch_mean,pitch_std,pitchhand_mean,pitchhand_std,TMscore_mean,TMscore_std,yaw_mean,yaw_std
17,6jbu,B,0.19538008055426898,0.02130090063800148,0.04121620697246848,0.024008643452855864,0.45454545454545453,0.8907235428302466,0.03785149187076117,0.050084371533888214,-0.45454545454545453,0.8907235428302466,0.45166019598087065,0.10582445941576009,0.0027393064932772493,0.08493159049840822
18,3jbw,D,1.0871396390894748,0.1725821691791564,0.2746096769528117,0.17754768534607218,0.2,0.9797958971132713,0.1400225046710955,0.07956781717513854,-0.2,0.9797958971132713,0.5412920478064518,0.08364839993054253,-0.10042861503297598,0.09506260799389846
19,3jb9,j,0.3921093842127926,0.1040692042083155,0.4690759419773932,0.6570379287832128,0.2,0.9797958971132713,0.21432994893730326,0.16623855457473746,-0.2,0.9797958971132713,0.3657746012145465,0.06510434578362784,0.2214587665167877,1.3320280791713621
20,3jb9,K,0.8943890517633197,0.11971597150007691,0.08943330512061837,0.1297319376804202,0.0,1.0,0.04612770205720055,0.0184785869208403,0.3333333333333333,0.9428090415820634,0.7010197996526742,0.14325025128357155,-0.011810167309730729,0.11351071824208575
21,3jby,B,1.085657484034741,0.17163429496029275,0.2800092173979229,0.17273940715869007,0.2,0.9797958971132713,0.13720692841178606,0.08040125187315388,-0.2,0.9797958971132713,0.535365750183015,0.07187742368884284,-0.08387044232309149,0.0852396430114838
22,3jbt,A,0.7460110151761881,0.12163901375093816,0.13764734742048512,0.1365907300340209,-0.3333333333333333,0.9428090415820634,0.10052613841669171,0.06303814354504095,0.0,1.0,0.5556901962401443,0.03898723026638807,-0.0022299939890805948,0.12325139823446919
23,3jby,D,1.0870896035979538,0.16921527499823227,0.290201229686074,0.16833594128736593,0.2,0.9797958971132713,0.16734381647100713,0.08024671717288391,-0.2,0.9797958971132713,0.5269805067204276,0.09546116520288538,-0.0964282244915322,0.09841587371890359
24,6jbu,A,1.2342958050268924,0.14249835697085744,0.2584456105385008,0.18045566794977078,-0.5,0.8660254037844386,0.2402959054252365,0.16805652371547306,0.5,0.8660254037844386,0.4710866069481687,0.07785801826753866,-0.027960231504898292,0.48681924789592146
25,3jbl,K,0.33671050157978033,0.07118994372378898,0.16629962183339145,0.16509833762118334,0.0,1.0,0.08917088215729348,0.06423483827041078,-0.42857142857142855,0.9035079029052513,0.36020271553641525,0.0729381560463443,-0.019980182347426552,0.13953865946719532
26,3jb9,r,0.24524278269510663,0.011299148602288953,0.2523662489846612,0.13371671796259726,-0.5,0.8660254037844386,0.300371858015522,0.22394394900802053,0.0,1.0,0.46566397104032964,0.0380081202663931,-0.20418416991910895,0.3324101081527291
27,3jbt,A,0.8605663802605527,0.14145369433834895,0.08965352208112158,0.05494409707548201,0.3333333333333333,0.9428090415820634,0.07757890299155863,0.055867308946328076,0.3333333333333333,0.9428090415820634,0.5845874754774315,0.1409648762123872,-0.008724454715464151,0.14928455100596835
28,3jbw,B,1.0859823383619382,0.17105495260116826,0.27454907784609456,0.17109292293181017,0.2,0.9797958971132713,0.13753528878717844,0.07725859380077348,0.2,0.9797958971132713,0.5338040202139551,0.07114563466030184,-0.08963710215600354,0.0903839470667288
29,3jbx,B,1.0875857423790614,0.17166068530832934,0.31741800525958375,0.19124959552336832,0.2,0.9797958971132713,0.13959283601194622,0.06482115814914638,-0.2,0.9797958971132713,0.5277312711093934,0.08264064749789427,-0.15250827385812768,0.11391183696168154
30,3jb9,L,0.8955027905646352,0.07482417229529544,0.1024160511688721,0.11450793370587264,0.0,1.0,0.03650736865326276,0.02103364075746448,0.0,1.0,0.7216665776873392,0.11450926245556974,-0.013318063586746273,0.0942466803988147
31,3jbx,D,1.0857350281587996,0.17581259227434462,0.30559969557806677,0.17761472201589093,0.2,0.9797958971132713,0.14215995913942914,0.07898553055159242,-0.2,0.9797958971132713,0.5293393024231013,0.08757981949107636,-0.14060426644096743,0.1243363778077056
32,2jbm,C,1.1435379636975251,0.5762240738306561,0.2859822500163093,0.2905478502782558,0.2,0.9797958971132713,0.17295331138031295,0.20897891853128486,0.6,0.8000000000000002,0.3578554056699398,0.11781152224378445,-0.21308834335911095,0.42841511266293736
33,1g95,A,0.06040591983158431,0.03299484798852694,0.033187405623652216,0.021141055428861976,0.7777777777777778,0.6285393610547089,0.007794580765994806,0.0043872107495361605,-0.1111111111111111,0.9938079899999066,0.5222533625121625,0.07742133248110662,-0.06689050742868836,0.031885361211890485
34,2g99,A,0.897349803466435,0.0808716007324184,0.04294168962601926,0.019551689415701182,0.0,1.0,0.03178954103297993,0.02537224713796614,0.0,1.0,0.7654501938043846,0.1539687955293708,0.03216085989999728,0.15838957258663383
35,1g90,A,0.2504737076542271,0.1248065801809303,0.8750720362373091,0.8880500154694256,-0.3333333333333333,0.9428090415820634,0.2239636637231115,0.1788684982747929,0.3333333333333333,0.9428090415820634,0.4223907083632567,0.083072725973615,0.9872987792426663,0.9831214834795786
36,2g9a,A,0.8929090528646596,0.08278763818952192,0.029187155736523446,0.015316531044184468,0.0,1.0,0.022067100383101335,0.026075789376605474,0.3333333333333333,0.9428090415820634,0.7706076350112067,0.15731236719917602,0.03255401899835644,0.15145966188236296
37,1g9u,A,0.2135517445722505,0.015431041671333244,0.08098506311619792,0.02431993431613939,1.0,0.0,0.030438644748946326,0.01941193050109141,0.2857142857142857,0.9583148474999098,0.561158344613052,0.08814541211018552,-0.027912531010415697,0.037153717049058683
38,1g97,A,0.05806428132359508,0.042762135202112236,0.03369600273645596,0.022361147402463463,0.5555555555555556,0.8314794192830981,0.013671522629727064,0.010100633089801329,-0.3333333333333333,0.9428090415820634,0.529412004836132,0.08656014266195788,-0.056773917335285855,0.04751912202632056
39,4g9m,A,2.0411669550967355,0.013580465553961972,0.2096654348386511,0.11442118985340964,0.0,1.0,0.1717953265757901,0.10787473560349681,0.0,1.0,0.6545470725511859,0.01465845640100033,0.05182896775680889,0.040025157879622124
40,2g99,B,0.8998171133870079,0.0782813916540815,0.03476133543351254,0.010811995008658436,0.0,1.0,0.03508166577451188,0.027910253455125586,0.0,1.0,0.7640856862969964,0.15668274950675623,0.029800545435050518,0.1597648231536838
41,1pxz,A,0.14424390191938444,0.045755917911919755,0.12293901584403613,0.05793485837749982,-1.0,0.0,0.03841776629272489,0.07455449557532022,-0.5,0.8660254037844386,0.41046176938931334,0.14947380857058773,-0.14218097625760745,0.0634299847511286
42,4pxw,A,0.942459110465795,0.08582660677673022,0.05134187630572873,0.032920341930539325,0.3333333333333333,0.9428090415820634,0.07650195084484816,0.07355322203730333,0.3333333333333333,0.9428090415820634,0.5904977220589022,0.06255541045355642,-0.08100396763659908,0.22750744627501782
43,3pxs,D,0.9235141679555894,0.10481057381519696,0.26628938257914664,0.1581665945187596,0.0,1.0,0.07912042940794277,0.06210739482159781,-0.3333333333333333,0.9428090415820634,0.5419021332687864,0.04509058987902585,-0.13698794805160605,0.1722274070631333
44,3pxt,F,0.9268706980757081,0.05559751287713457,0.22131051405866953,0.1098667152573719,0.0,1.0,0.1075797496829823,0.11298975019618687,0.0,1.0,0.5366324654983999,0.07264751991558449,-0.09350596742103014,0.11172298715840673
45,3pxt,D,0.9253227616692709,0.04526253113518797,0.22941947025423026,0.10142580576521217,0.0,1.0,0.10584509539896432,0.12426196465975159,0.0,1.0,0.5421171073987958,0.06659993505970783,-0.09974553944991582,0.11743059833738105
46,3pxw,D,0.9138631570574356,0.055974179009718565,0.25845419943538595,0.11284582957115608,0.3333333333333333,0.9428090415820634,0.10017850850804962,0.09843122937326972,-0.3333333333333333,0.9428090415820634,0.5507026473733082,0.05113671785546466,-0.04919164016085433,0.14715502970982897
47,6px0,A,0.7382826555585275,0.0759921891141816,0.6947200435992685,0.0252596609062693,1.0,0.0,0.19783356852338485,0.15679093664169208,-1.0,0.0,0.5870865326949228,0.0040181764807658005,-0.31996550766255477,0.11414526909853762
48,1pxz,B,0.1648667618702526,0.09354670318510237,0.42551835358189194,0.837644264770968,-1.0,0.0,0.047749272522838476,0.05288487275252796,0.0,1.0,0.42376254611192343,0.14231724727146142,-0.02102070413038768,0.3429349138407623
49,3pxs,F,0.9178285444054829,0.054002222027968144,0.24276453854059898,0.1284768790467695,0.3333333333333333,0.9428090415820634,0.11109216120864362,0.10995689482198483,0.0,1.0,0.5501102180103058,0.058828202381195724,-0.0670322117041647,0.09515301756877478
50,4pxw,B,0.9626677899354514,0.07215229936589584,0.07624694795590083,0.057162862233566224,0.3333333333333333,0.9428090415820634,0.10371682776486339,0.09122419607266767,0.3333333333333333,0.9428090415820634,0.5968642450877031,0.07546694912024055,-0.10831434783654244,0.22395013046976908
51,3pxw,F,0.921543729155624,0.05426423056231928,0.2474001093503043,0.12490806533653989,0.3333333333333333,0.9428090415820634,0.11318283922044677,0.1059054365294781,-0.3333333333333333,0.9428090415820634,0.5496798889890325,0.058086033714124276,-0.0648209081624127,0.10267995538666261
52,3rau,B,0.23448426134907094,0.0224258949636481,1.2909419447116832,1.0069435880060429,1.0,0.0,0.3411749393189951,0.049745583466048994,-0.5,0.8660254037844386,0.6197816110105774,0.07002688151088937,0.4205431288002254,0.604843858005496
53,1rav,A,1.4300458497864927,0.7174986729145834,0.8048637562740727,0.4789440590199235,-0.3333333333333333,0.9428090415820634,0.5559167696618675,0.1831587954505751,-1.0,0.0,0.33444209721292095,0.09447950075161717,-1.0203924479106579,1.429044031712731
54,1rav,B,0.601575907034641,0.35733671277912255,0.5989266369058859,0.40638667752520263,-0.3333333333333333,0.9428090415820634,0.581658942820147,0.1763335662144431,-1.0,0.0,0.35461325954330986,0.06226975861730644,-0.9575022924520153,0.6768311622733637
55,2ran,A,1.6595288431003834,0.283213349809326,0.6058556199234707,0.08843305775449488,1.0,0.0,0.262547290558463,0.18484658114956942,-1.0,0.0,0.8601470728411081,0.07233139398930212,-0.6578833028588421,1.8198427657266507
56,3rau,A,0.24854814790115126,0.02071857111170612,1.2853077913815345,0.9904958037265978,1.0,0.0,0.2781835748422085,0.07205118605782,-0.5,0.8660254037844386,0.6175304044263734,0.07220492174448048,0.4481852599183512,0.6748937508361671
57,2ra8,A,0.39664576692479214,0.07364521419778142,0.2248053815952551,0.16807206782990855,0.0,1.0,0.07762684365156211,0.05705702097725202,0.0,1.0,0.3394979893914547,0.05261659558019798,0.03779884293911692,0.251530762176048
58,2wkj,C,0.7295276118334176,0.0667581151764077,0.30688844584591146,0.24069683504854789,-0.42857142857142855,0.9035079029052513,0.20182231817281315,0.1337907308828329,0.14285714285714285,0.989743318610787,0.45506260764713813,0.06877613601978817,-0.07688452864243099,0.23169205024205367
59,3wk3,A,0.8002271096735447,0.15685538850584863,0.26689863371691125,0.11883120783291684,-0.14285714285714285,0.989743318610787,0.18120180132158928,0.13142447859359802,0.42857142857142855,0.9035079029052513,0.36301583606979343,0.08577780678241224,-0.09854098912003528,0.2834214403823419
60,2wkj,D,0.728851193874176,0.06725329065376846,0.5274909991082494,0.5218224807459727,-0.14285714285714285,0.989743318610787,0.28739708903959177,0.3268767265038707,-0.14285714285714285,0.989743318610787,0.4474773842806186,0.08140853860933588,0.16103102215064372,0.6205714440459614
61,6wkn,B,0.056544429025867315,0.0044123062137041355,0.15217762910116076,0.09741840738870391,-1.0,0.0,0.047192937913312395,0.009277249743757375,0.3333333333333333,0.9428090415820634,0.5572366801586486,0.027259873297484853,-0.2156411148538345,0.013489300300184496
62,3wk2,A,0.8001051532030458,0.15758348572679248,0.2887573086188076,0.12685866239362875,-0.14285714285714285,0.989743318610787,0.18993757977616402,0.1330446898897596,0.42857142857142855,0.9035079029052513,0.3630772211736008,0.08634156482980378,-0.09664164338131218,0.29088362295085546
63,6wkn,A,0.05659880987567753,0.004416478978664224,0.15218034360662772,0.09742268068679039,-1.0,0.0,0.04717838442808323,0.00929213023370287,0.3333333333333333,0.9428090415820634,0.5572292022634092,0.0272651485594406,-0.215691969026943,0.01349625555285939
64,2wkj,B,0.7327599247455036,0.05892474326691594,0.5281665665160812,0.492200499563244,-0.14285714285714285,0.989743318610787,0.3111982887402415,0.36230709267083827,-0.42857142857142855,0.9035079029052512,0.450512391824062,0.08069467309738719,0.13164777281610912,0.6056300715307467
65,4wk0,A,0.8549431787940343,0.12888605565205918,0.11034372796387974,0.07291609382635983,0.3333333333333333,0.9428090415820634,0.08947095494201367,0.05613288348114782,0.0,1.0,0.6098552296505718,0.07630308974174363,0.03454514571302387,0.08976279199017059
66,3wk1,A,0.8075803087704126,0.15999908836596424,0.28662763381321943,0.12046025946209563,-0.14285714285714285,0.989743318610787,0.19770413437222106,0.1381866001355474,0.14285714285714285,0.989743318610787,0.36583609211867396,0.0844644766209221,-0.26146997304333575,0.5582277707001724
67,4wk2,A,0.8861335971149383,0.12904354678118493,0.125714299267971,0.1124350616311231,-0.3333333333333333,0.9428090415820634,0.10503791588621296,0.08421377124258514,0.0,1.0,0.6058548228823691,0.12134868335141696,0.0023684844169858713,0.0815021468429715
68,6wkn,C,0.05654353883132831,0.004412265686933046,0.15219228500135576,0.09742383683154096,-1.0,0.0,0.047189593889547764,0.009290158306634315,0.3333333333333333,0.9428090415820634,0.557227236882377,0.027270533795255392,-0.21563762179922188,0.013492444205987619
69,4wk4,A,0.8673901464019164,0.13995812245196743,0.11020949200324075,0.08061828699906876,0.3333333333333333,0.9428090415820634,0.09215145926793337,0.042758378944930134,0.0,1.0,0.5996750110987339,0.08211894331893291,0.00444701347899773,0.10110800775090611
70,3wkf,A,1.0696394936738425,0.052705902253072694,0.1742157341616986,0.05740754792181517,-0.2,0.9797958971132713,0.08070445697874215,0.039900946075958205,-0.2,0.9797958971132713,0.6836126581381053,0.08612078532582115,0.012758658757597746,0.1024392164227477
71,6wkn,D,0.056621449635747195,0.004418126456530326,0.15217530331380621,0.097439115220117,-1.0,0.0,0.0471728842036457,0.009301623434986517,0.3333333333333333,0.9428090415820634,0.557217781375633,0.02728284609142232,-0.21571107420049937,0.013506129195919243
72,3wk0,A,0.8073161577763867,0.16036658897468237,0.27522320779326315,0.10531923141466705,-0.14285714285714285,0.989743318610787,0.19547663117664754,0.1357621094467024,-0.14285714285714285,0.989743318610787,0.36516432279370764,0.08467196952035301,-0.2711777988388992,0.5543697573465299
73,2wkj,A,0.7305075049401327,0.06023270190553669,0.5316766214245593,0.5360894716060369,-0.14285714285714285,0.989743318610787,0.3156429072182774,0.3601444713622312,-0.42857142857142855,0.9035079029052512,0.45088694501189003,0.08294776754963021,0.12311080880032022,0.5686329053711873
74,4evp,A,0.264789097790273,0.07479013322856026,0.48736771700489545,0.08718922601753905,1.0,0.0,0.14670235215843888,0.07907164498131275,0.0,1.0,0.7506629800982683,0.09888951399067494,-0.024568762801547447,0.11246239305014444
75,1evt,B,1.694016095496705,0.16843801222165555,0.09658383919394872,0.004688869457410892,0.0,1.0,0.12664206852249527,0.10935840195388213,-1.0,0.0,0.6946784855529964,0.008735646481818182,0.4200712331058687,0.11979330096408478
76,4eva,A,0.30745454469366224,0.08394035950365816,0.4602665948566404,0.1019789258377883,1.0,0.0,0.23116712906833622,0.09846808368070374,0.4,0.9165151389911681,0.75698260803599,0.08900715220946286,-0.054206685011030056,0.10322785345943929
77,4evt,A,0.24688301341234667,0.079151020762285,0.5000465914803586,0.08633157432455557,1.0,0.0,0.12944686966819857,0.0701435707602197,-0.2,0.9797958971132713,0.7412022895035768,0.0943525144289937,-0.028387773176294474,0.1158573664018258
78,1evt,A,1.748192451659874,0.0678142373741949,0.10088739213698819,0.0018405436965667973,0.0,1.0,0.11694946495324954,0.10696081637776766,-1.0,0.0,0.6928247948976562,0.006537729610906873,0.3596929848464822,0.02564297020059636
79,4ev8,A,0.2761706012983725,0.10730470264571944,0.5409276478675947,0.1723629334526028,1.0,0.0,0.18856574417590863,0.130442168285768,-0.5555555555555556,0.8314794192830981,0.7354894562199221,0.10254731785011988,-0.05497041820823514,0.1413075659144025
80,4ev9,A,0.30575891752397266,0.08032561858073009,0.4533936845217461,0.07983967475310769,1.0,0.0,0.21697245307779117,0.12908817969206537,0.0,1.0,0.7372384767427954,0.0866000353527316,-0.06538412067412332,0.12377419000659722
81,7evp,A,0.8646032067762157,0.516853323164931,2.8083881268390605,0.07735703175121421,-0.2,0.9797958971132713,0.032857484546069717,0.02215764599143136,0.2,0.9797958971132713,0.5769418649710815,0.08224608771493513,0.579333543109061,2.974792400782312
82,4eva,C,0.3089476830449586,0.09300388452622943,0.4606754466885741,0.10041660428257426,1.0,0.0,0.2343413670517773,0.14131269747463263,0.3333333333333333,0.9428090415820634,0.7323690610982597,0.0858409711162655,-0.0931821827352314,0.10934397878170472
83,2ce8,B,0.9010366314746294,0.07587128970670289,0.04086705817975792,0.0373636803311168,0.0,1.0,0.02411121805689172,0.04247420815282971,0.3333333333333333,0.9428090415820634,0.7497658124347312,0.07173966068685204,0.003670414963008744,0.1104896696122158
84,1ce7,B,1.9938807175574405,0.07302316307937817,0.09230690329784288,0.037697692281458056,1.0,0.0,0.13151406300534452,0.004958690177000347,0.0,1.0,0.7144668095868915,0.039251455386546286,0.0828044303885343,0.08870691195628369
85,5cer,H,0.2652417588252197,0.01589478019320889,0.19470125192368296,0.07836076186611457,-0.6,0.8000000000000002,0.0935005987911269,0.09023222919307308,-0.2,0.9797958971132713,0.5628953293284087,0.09264160393165177,-0.002488102412476212,0.10884069055180301
86,5ced,B,0.2153809434955523,0.01336397197167587,0.16311745600625396,0.039231197831826235,-0.6,0.8000000000000002,0.13251015889173562,0.07902655182190167,0.6,0.8000000000000002,0.6189418548153581,0.09422163697123188,0.011281917931817088,0.16277498654842282
87,5cea,C,0.2379297014100457,0.017233266414327608,0.13692572396490682,0.018369659679766396,-0.6,0.8000000000000002,0.1402940394229637,0.1065821891174328,-0.2,0.9797958971132713,0.6310978378516929,0.0874059377316656,0.02522886659221165,0.22749096535751973
88,1ce7,B,2.122074519434979,0.13971348402463657,0.020605146535727602,0.00827862788325549,-1.0,0.0,0.06781707568405371,0.03591913753458065,0.0,1.0,0.6789066182266882,0.07432679217785865,0.01198191875317782,0.1198378519835044
89,5cer,B,0.26413680883786494,0.015985814585889598,0.1924391020134052,0.07754260286798169,-0.6,0.8000000000000002,0.09355306096756415,0.08956629432409222,-0.2,0.9797958971132713,0.5661090459857778,0.09024896688660082,-0.002579046549918168,0.10720584455824217
90,5cea,D,0.2174041245768717,0.01732465892141376,0.17738110687352732,0.06296226777511456,-0.6,0.8000000000000002,0.09689516593840261,0.11744454753515149,-0.2,0.9797958971132713,0.62821364553087,0.0884592671540784,-0.004791140505248426,0.1662998357784501
91,2ce9,A,0.9039700929411926,0.08046254609128026,0.04160303002737161,0.042021916080637996,0.3333333333333333,0.9428090415820634,0.031633786756684525,0.047901654821830224,-0.3333333333333333,0.9428090415820634,0.7605768132874643,0.07797378512629337,-0.007301014952650832,0.11709774118779245
92,4cek,A,0.8001086803344254,0.0194702049391704,0.7768081213607106,0.49658239018758693,-1.0,0.0,0.36352684097344745,0.18671778742122636,0.0,1.0,0.4574733009667193,0.056978263705046495,-0.3881198387860432,0.4086794365037955
93,5cer,L,0.2657354954524517,0.016060602828452487,0.19198051000144972,0.07715357747131313,-0.6,0.8000000000000002,0.09364705417756243,0.08845936791634228,-0.2,0.9797958971132713,0.5650024536387492,0.09209003737278895,-0.0032179014381988587,0.10772385068611104
94,2ce8,A,0.9037194751339769,0.0763805672630364,0.04041730825763941,0.03906171633406338,0.3333333333333333,0.9428090415820634,0.03320269078363214,0.052117854506223506,-0.3333333333333333,0.9428090415820634,0.752785471970962,0.07686863457731254,-0.009702279137552006,0.11436484403914626
95,3ceq,A,0.470651427648736,0.022852421437660024,0.46413371287786886,0.06057717741776993,1.0,0.0,0.12736685479717635,0.08543121927929746,0.0,1.0,0.7948949851916108,0.0693996115451216,0.047960823389477596,0.12748268503404916
96,2ce8,C,0.9033123973537333,0.0754192985205804,0.046957272179390795,0.03716170072553197,0.3333333333333333,0.9428090415820634,0.033640280731892035,0.04958413161307805,-0.6666666666666666,0.7453559924999298,0.7561288957725774,0.07739215733992279,-0.006898326139648553,0.11279699619202671
97,5cea,B,0.20663981181544583,0.016406013304757796,0.1613152541521093,0.05689634589027206,-0.6,0.8000000000000002,0.15207735826233196,0.11917461335988812,0.2,0.9797958971132713,0.607318449787327,0.06636425662412362,0.010631127475897884,0.21508251790881613
98,5cer,D,0.2638029598356268,0.015937604240070628,0.18689165416575582,0.07032582223704159,-0.6,0.8000000000000002,0.0984090728457426,0.08300265980269732,-0.2,0.9797958971132713,0.5660823021850427,0.0903595857183703,-0.01659758214636394,0.10316805779452586
99,5cea,E,0.26098908908926355,0.018097475498317563,0.17216358263107306,0.041909198173279094,-0.6,0.8000000000000002,0.10009901981879658,0.09795998317305782,0.2,0.9797958971132713,0.6372226760766282,0.09682143086655555,-0.05198088083406453,0.1417822755860206
100,2ce9,C,0.9006380598369278,0.09371449756127295,0.04236897583489329,0.04062586681635987,0.3333333333333333,0.9428090415820634,0.034546518608420985,0.04825742964189816,-0.3333333333333333,0.9428090415820634,0.7590402510978042,0.07673812146357091,-0.004737841470400415,0.13165460160186318
101,4cem,B,0.3200320497852146,0.11406460939046895,0.4594620838658172,0.44170631711370184,-1.0,0.0,0.2436961732159631,0.19256681521766292,-0.5,0.8660254037844386,0.5338068992180075,0.05776737402452895,-0.0022344992905381222,0.4545712535423545
102,5cea,A,0.1899420518616328,0.016498713589284543,0.1868224420958487,0.06463620499468668,-0.6,0.8000000000000002,0.11115499659066161,0.11444282342825242,0.2,0.9797958971132713,0.6318664758210141,0.09238755453614896,0.009815771319669575,0.1837154717285424
103,2ce8,D,0.893916978543673,0.08063508438021826,0.05804903215711376,0.03776664640282968,0.0,1.0,0.040522404514783394,0.04389018281482399,0.0,1.0,0.7490052876353746,0.0718276906092815,0.027189729566956335,0.11339150044564872
104,5cer,F,0.26172425955975454,0.016083596548861327,0.19163753109478252,0.0768379500612518,-0.6,0.8000000000000002,0.09130355914053419,0.08666511641820548,-0.2,0.9797958971132713,0.5649457495297596,0.09080677460843645,-0.000580424702917004,0.10763904493120235
105,2ce9,D,0.9002190683184862,0.06687038911898849,0.03402286365984756,0.011235381644476588,0.3333333333333333,0.9428090415820634,0.04847066278570692,0.04635662857799229,0.0,1.0,0.7591390415850506,0.06247851148423524,0.013310250467592237,0.10711369303747717
106,3cep,A,0.8418094784394362,0.19146344367203105,0.33521129852203885,0.13198923554508007,-0.14285714285714285,0.989743318610787,0.2423847086507931,0.143465915542556,0.42857142857142855,0.9035079029052513,0.44608222255941726,0.042943530670351476,-0.08825172171825321,0.3070459324815093
107,2ce9,B,0.8989408527203349,0.07750568006103122,0.043775644672826346,0.03587551926624127,0.0,1.0,0.03274652122598106,0.03743847701654926,0.3333333333333333,0.9428090415820634,0.760175780980139,0.0730037178276409,0.00899825558784155,0.11222850949297294
108,5cer,J,0.26382119722237973,0.016054607077191873,0.18600738485991125,0.08297518765849142,-0.6,0.8000000000000002,0.0965155676492206,0.08993013908658622,-0.2,0.9797958971132713,0.5681659129533289,0.0897302693223047,-0.004443831139280574,0.10660662550002667
